pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier
9KEC,X-RAY DIFFRACTION,1.68,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KEC,X-RAY DIFFRACTION,1.68,A1EE6,N-[(4-fluorophenyl)methyl]-4-oxidanyl-butanamide,C11 H14 F N O2,211.233,non-polymer,c1cc(ccc1CNC(=O)CCCO)F,15,A,ligand,drug_like
9KEC,X-RAY DIFFRACTION,1.68,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KEL,X-RAY DIFFRACTION,1.96,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KEL,X-RAY DIFFRACTION,1.96,A1EFA,6-Quinolinylmethanol,C10 H9 N O,159.185,non-polymer,c1cc2cc(ccc2nc1)CO,12,A,ligand,drug_like
9KEL,X-RAY DIFFRACTION,1.96,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KEQ,X-RAY DIFFRACTION,1.53,A1EFB,3-(4-methylpiperazin-1-yl)aniline,C11 H17 N3,191.273,non-polymer,CN1CCN(CC1)c2cccc(c2)N,14,A,ligand,drug_like
9KEQ,X-RAY DIFFRACTION,1.53,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KEQ,X-RAY DIFFRACTION,1.53,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KES,X-RAY DIFFRACTION,1.62,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KES,X-RAY DIFFRACTION,1.62,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KES,X-RAY DIFFRACTION,1.62,A1EFC,(3-pyrimidin-5-ylphenyl)methanol,C11 H10 N2 O,186.21,non-polymer,c1cc(cc(c1)c2cncnc2)CO,14,A,ligand,drug_like
9KEW,X-RAY DIFFRACTION,1.6,A1EFD,"2,3-dihydro-1-benzofuran-7-ylmethanol",C9 H10 O2,150.174,non-polymer,c1cc2c(c(c1)CO)OCC2,11,A,ligand,drug_like
9KEW,X-RAY DIFFRACTION,1.6,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KEW,X-RAY DIFFRACTION,1.6,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KEY,X-RAY DIFFRACTION,2.49,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KEY,X-RAY DIFFRACTION,2.49,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KEY,X-RAY DIFFRACTION,2.49,A1EFE,"2,1,3-benzothiadiazol-5-ylmethanol",C7 H6 N2 O S,166.2,non-polymer,c1cc2c(cc1CO)nsn2,11,A,ligand,drug_like
9JFH,X-RAY DIFFRACTION,2.56,A1EBS,"methyl (~{Z})-4-[[4,4-bis(fluoranyl)cyclohexyl]amino]-4-oxidanylidene-but-2-enoate",C11 H15 F2 N O3,247.239,non-polymer,COC(=O)/C=C\C(=O)NC1CCC(CC1)(F)F,17,"A,B",ligand,drug_like
9JFH,X-RAY DIFFRACTION,2.56,CIT,CITRIC ACID,C6 H8 O7,192.124,non-polymer,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,13,A,additive_code,
9KEZ,X-RAY DIFFRACTION,1.95,DBJ,"2,3-dihydro-1,4-benzodioxin-5-ylmethanol",C9 H10 O3,166.174,non-polymer,c1cc(c2c(c1)OCCO2)CO,12,A,ligand,drug_like
9KEZ,X-RAY DIFFRACTION,1.95,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KEZ,X-RAY DIFFRACTION,1.95,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KF0,X-RAY DIFFRACTION,1.82,A1EFF,"(2,5-dimethylpyrazol-3-yl)methanol",C6 H10 N2 O,126.156,non-polymer,Cc1cc(n(n1)C)CO,9,A,ligand,fragment
9KF0,X-RAY DIFFRACTION,1.82,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KF0,X-RAY DIFFRACTION,1.82,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KFC,X-RAY DIFFRACTION,1.56,A1AYA,[2-(4-methylpiperazin-1-yl)phenyl]methanol,C12 H18 N2 O,206.284,non-polymer,CN1CCN(CC1)c2ccccc2CO,15,A,ligand,drug_like
9KFC,X-RAY DIFFRACTION,1.56,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KFC,X-RAY DIFFRACTION,1.56,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KFH,X-RAY DIFFRACTION,1.59,A1EFG,2-methylfuran-3-carboxylic acid,C6 H6 O3,126.11,non-polymer,Cc1c(cco1)C(=O)O,9,A,ligand,fragment
9KFH,X-RAY DIFFRACTION,1.59,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KFH,X-RAY DIFFRACTION,1.59,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KFZ,X-RAY DIFFRACTION,1.43,A1EFO,6-methylpyridine-2-carboxylic acid,C7 H7 N O2,137.136,non-polymer,Cc1cccc(n1)C(=O)O,10,A,ligand,fragment
9KFZ,X-RAY DIFFRACTION,1.43,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KFZ,X-RAY DIFFRACTION,1.43,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KG9,X-RAY DIFFRACTION,1.55,A1EFP,3-methoxythiophene-2-carboxylic acid,C6 H6 O3 S,158.175,non-polymer,COc1ccsc1C(=O)O,10,A,ligand,drug_like
9KG9,X-RAY DIFFRACTION,1.55,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KG9,X-RAY DIFFRACTION,1.55,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KGO,X-RAY DIFFRACTION,1.62,A1EFQ,1-(1H-pyrazol-3-yl)ethanone,C5 H6 N2 O,110.114,non-polymer,CC(=O)c1cc[nH]n1,8,A,ligand,fragment
9KGO,X-RAY DIFFRACTION,1.62,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KGO,X-RAY DIFFRACTION,1.62,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KX1,X-RAY DIFFRACTION,1.7,A1EHL,2-(trifluoromethyl)pyrimidin-4-ol,C5 H3 F3 N2 O,164.085,non-polymer,c1cnc(nc1O)C(F)(F)F,11,A,ligand,drug_like
9KX1,X-RAY DIFFRACTION,1.7,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KX1,X-RAY DIFFRACTION,1.7,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KX7,X-RAY DIFFRACTION,1.53,A1EHC,"imidazo[1,2-a]pyridin-6-ylmethanol",C8 H8 N2 O,148.162,non-polymer,c1cc2nccn2cc1CO,11,A,ligand,fragment
9KX7,X-RAY DIFFRACTION,1.53,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KX7,X-RAY DIFFRACTION,1.53,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KX9,X-RAY DIFFRACTION,1.62,A1EHD,(1-methylindazol-3-yl)methanol,C9 H10 N2 O,162.188,non-polymer,Cn1c2ccccc2c(n1)CO,12,A,ligand,drug_like
9KX9,X-RAY DIFFRACTION,1.62,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KX9,X-RAY DIFFRACTION,1.62,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXC,X-RAY DIFFRACTION,1.53,A1EHE,quinolin-5-amine,C9 H8 N2,144.173,non-polymer,c1cc(c2cccnc2c1)N,11,A,ligand,fragment
9KXC,X-RAY DIFFRACTION,1.53,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXC,X-RAY DIFFRACTION,1.53,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXD,X-RAY DIFFRACTION,1.6,53E,"2,3-dihydro-1,4-benzodioxine-5-carboxylic acid",C9 H8 O4,180.157,non-polymer,c1cc(c2c(c1)OCCO2)C(=O)O,13,A,ligand,drug_like
9KXD,X-RAY DIFFRACTION,1.6,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXD,X-RAY DIFFRACTION,1.6,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXD,X-RAY DIFFRACTION,1.6,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
9KXF,X-RAY DIFFRACTION,1.71,A1EHG,~{N}-(2-fluorophenyl)ethanamide,C8 H8 F N O,153.154,non-polymer,CC(=O)Nc1ccccc1F,11,A,ligand,drug_like
9KXF,X-RAY DIFFRACTION,1.71,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXF,X-RAY DIFFRACTION,1.71,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXG,X-RAY DIFFRACTION,1.58,M4T,~{N}-pyridin-3-ylethanamide,C7 H8 N2 O,136.151,non-polymer,CC(=O)Nc1cccnc1,10,A,ligand,fragment
9KXG,X-RAY DIFFRACTION,1.58,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXG,X-RAY DIFFRACTION,1.58,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXG,X-RAY DIFFRACTION,1.58,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
9KXH,X-RAY DIFFRACTION,1.68,A1EHO,"2,6-bis(fluoranyl)benzamide",C7 H5 F2 N O,157.118,non-polymer,c1cc(c(c(c1)F)C(=O)N)F,11,A,ligand,drug_like
9KXH,X-RAY DIFFRACTION,1.68,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXH,X-RAY DIFFRACTION,1.68,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXI,X-RAY DIFFRACTION,1.77,A1EHY,2-(2-methylimidazol-1-yl)aniline,C10 H11 N3,173.214,non-polymer,Cc1nccn1c2ccccc2N,13,A,ligand,drug_like
9KXI,X-RAY DIFFRACTION,1.77,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXI,X-RAY DIFFRACTION,1.77,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXJ,X-RAY DIFFRACTION,1.57,A1EVL,"(3S,11R)-tetracyclo[6.3.0.02,6.05,9]undecane-3,11-diol",C11 H16 O2,180.244,non-polymer,C1[C@@H]2[C@H]3C[C@@H]([C@@H]2[C@H]4[C@@H]1[C@@H]3C[C@H]4O)O,13,A,ligand,drug_like
9KXJ,X-RAY DIFFRACTION,1.57,PE4,2-{2-[2-(2-{2-[2-(2-ETHOXY-ETHOXY)-ETHOXY]-ETHOXY}-ETHOXY)-ETHOXY]-ETHOXY}-ETHANOL,C16 H34 O8,354.436,non-polymer,CCOCCOCCOCCOCCOCCOCCOCCO,24,A,additive_code,
9KXJ,X-RAY DIFFRACTION,1.57,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXK,X-RAY DIFFRACTION,1.96,A1EFQ,1-(1H-pyrazol-3-yl)ethanone,C5 H6 N2 O,110.114,non-polymer,CC(=O)c1cc[nH]n1,8,A,ligand,fragment
9KXK,X-RAY DIFFRACTION,1.96,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXK,X-RAY DIFFRACTION,1.96,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXL,X-RAY DIFFRACTION,1.7,A1EHQ,2-phenoxyethanamine,C8 H11 N O,137.179,non-polymer,c1ccc(cc1)OCCN,10,A,ligand,fragment
9KXL,X-RAY DIFFRACTION,1.7,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXL,X-RAY DIFFRACTION,1.7,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXM,X-RAY DIFFRACTION,1.64,A1ERZ,(1~{S})-1-(1~{H}-benzimidazol-2-yl)ethanol,C9 H10 N2 O,162.188,non-polymer,C[C@@H](c1[nH]c2ccccc2n1)O,12,A,ligand,drug_like
9KXM,X-RAY DIFFRACTION,1.64,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXM,X-RAY DIFFRACTION,1.64,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXN,X-RAY DIFFRACTION,1.67,A1EHR,"5-methyl-1,2-oxazole-3-carbohydrazide",C5 H7 N3 O2,141.128,non-polymer,Cc1cc(no1)C(=O)NN,10,A,ligand,fragment
9KXN,X-RAY DIFFRACTION,1.67,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXN,X-RAY DIFFRACTION,1.67,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXN,X-RAY DIFFRACTION,1.67,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
9KXO,X-RAY DIFFRACTION,1.75,UUY,2-[methyl(pyridin-2-yl)amino]ethan-1-ol,C8 H12 N2 O,152.194,non-polymer,CN(CCO)c1ccccn1,11,A,ligand,drug_like
9KXO,X-RAY DIFFRACTION,1.75,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXO,X-RAY DIFFRACTION,1.75,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXP,X-RAY DIFFRACTION,1.81,A1EHB,"(2,4-dimethyl-1,3-thiazol-5-yl)methanol",C6 H9 N O S,143.207,non-polymer,Cc1c(sc(n1)C)CO,9,A,ligand,fragment
9KXP,X-RAY DIFFRACTION,1.81,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXP,X-RAY DIFFRACTION,1.81,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXQ,X-RAY DIFFRACTION,1.69,A1EHP,"(3,5-dimethyl-1,2-oxazol-4-yl)methanol",C6 H9 N O2,127.141,non-polymer,Cc1c(c(on1)C)CO,9,A,ligand,fragment
9KXQ,X-RAY DIFFRACTION,1.69,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXQ,X-RAY DIFFRACTION,1.69,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9V6G,X-RAY DIFFRACTION,2.0,A1ERC,"~{N}-(1-benzothiophen-2-ylmethyl)-~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-ethanamide",C15 H16 Cl N O3 S2,357.875,non-polymer,c1ccc2c(c1)cc(s2)CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,22,"A,B",ligand,drug_like
9V6G,X-RAY DIFFRACTION,2.0,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,"A,B",ligand,drug_like
9V6I,X-RAY DIFFRACTION,2.46,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,A,ligand,drug_like
9V6I,X-RAY DIFFRACTION,2.46,A1ERB,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-~{N}-[(3-phenylphenyl)methyl]ethanamide",C19 H20 Cl N O3 S,377.885,non-polymer,c1ccc(cc1)c2cccc(c2)CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,25,"A,B",ligand,drug_like
9V6P,X-RAY DIFFRACTION,1.99,A1ERF,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-~{N}-[(6-chloranyl-1~{H}-indol-3-yl)methyl]ethanamide",C15 H16 Cl2 N2 O3 S,375.27,non-polymer,c1cc2c(cc1Cl)[nH]cc2CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,23,"A,B",ligand,drug_like
9V6P,X-RAY DIFFRACTION,1.99,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,"A,B",ligand,drug_like
9V92,X-RAY DIFFRACTION,1.97,QCF,3-(dimethylamino)-1-(thiophen-2-yl)propan-1-one,C9 H13 N O S,183.271,non-polymer,CN(C)CCC(=O)c1cccs1,12,A,ligand,drug_like
9V92,X-RAY DIFFRACTION,1.97,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9V92,X-RAY DIFFRACTION,1.97,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9V6W,X-RAY DIFFRACTION,2.1,A1ERK,"~{N}-[(3~{R})-1,1-bis(oxidanylidene)thiolan-3-yl]-2-chloranyl-~{N}-[(5-phenoxythiophen-2-yl)methyl]ethanamide",C17 H18 Cl N O4 S2,399.912,non-polymer,c1ccc(cc1)Oc2ccc(s2)CN([C@@H]3CCS(=O)(=O)C3)C(=O)CCl,25,"A,B",ligand,drug_like
9V6W,X-RAY DIFFRACTION,2.1,A1ERA,"3-[bis(oxidanyl)methyl]pentane-1,1,3,5,5-pentol",C6 H14 O7,198.171,non-polymer,C(C(O)O)C(CC(O)O)(C(O)O)O,13,A,ligand,drug_like
9KXE,X-RAY DIFFRACTION,1.61,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
9KXE,X-RAY DIFFRACTION,1.61,SO4,SULFATE ION,O4 S,96.063,non-polymer,[O-]S(=O)(=O)[O-],5,A,additive_code,
9KXE,X-RAY DIFFRACTION,1.61,A1EHF,4-methylthiophene-2-carboxamide,C6 H7 N O S,141.191,non-polymer,Cc1cc(sc1)C(=O)N,9,A,ligand,fragment
